City,Price,Area,Location,bhk,Resale,MaintenanceStaff,Gymnasium,SwimmingPool,LandscapedGardens,JoggingTrack,Intercom,ClubHouse,24X7Security,CarParking,WashingMachine,Gasconnection,LiftAvailable
Bangalore,3488000,712,Kanakapura Road Beyond Nice Ring Road,1,0,0,1,1,0,1,0,1,1,0,0,0,0
Bangalore,8234999,1120,Kanakapura Road Beyond Nice Ring Road,2,0,0,1,1,1,1,1,0,1,0,0,0,1
Bangalore,10600000,1450,Kanakapura Road Beyond Nice Ring Road,3,0,0,1,1,1,1,1,0,1,0,0,0,1
Bangalore,8676000,1180,Kanakapura Road Beyond Nice Ring Road,2,0,0,1,1,1,1,1,0,1,0,0,0,1
Bangalore,5661000,770,Kanakapura Road Beyond Nice Ring Road,1,0,0,1,1,1,1,1,0,1,0,0,0,1
Bangalore,10500000,1430,Kanakapura Road Beyond Nice Ring Road,3,0,0,1,1,1,1,1,0,1,0,0,0,1
Bangalore,9558000,1300,Kanakapura Road Beyond Nice Ring Road,2,0,0,1,1,1,1,1,0,1,0,0,0,1
Bangalore,11900000,1630,Kanakapura Road Beyond Nice Ring Road,3,0,0,1,1,1,1,1,0,1,0,0,0,1
Bangalore,8897000,1210,Kanakapura Road Beyond Nice Ring Road,2,0,0,1,1,1,1,1,0,1,0,0,0,1
Bangalore,6984999,950,Kanakapura Road Beyond Nice Ring Road,2,0,0,1,1,1,1,1,0,1,0,0,0,1
Bangalore,10800000,1480,Kanakapura Road Beyond Nice Ring Road,3,0,0,1,1,1,1,1,0,1,0,0,0,1
Bangalore,9264000,1260,Kanakapura Road Beyond Nice Ring Road,2,0,0,1,1,1,1,1,0,1,0,0,0,1
Bangalore,7426000,1010,Kanakapura Road Beyond Nice Ring Road,2,0,0,1,1,1,1,1,0,1,0,0,0,1
Bangalore,11200000,1530,Kanakapura Road Beyond Nice Ring Road,3,0,0,1,1,1,1,1,0,1,0,0,0,1
Bangalore,11700000,1600,Kanakapura Road Beyond Nice Ring Road,3,0,0,1,1,1,1,1,0,1,0,0,0,1
Bangalore,5000000,680,Kanakapura Road Beyond Nice Ring Road,1,0,0,1,1,1,1,1,0,1,0,0,0,1
Bangalore,6691000,910,Kanakapura Road Beyond Nice Ring Road,1,0,0,1,1,1,1,1,0,1,0,0,0,1
Bangalore,8100000,718,Chikkagubbi on Hennur Main Road,2,0,0,1,1,1,1,0,1,1,1,0,0,1
Bangalore,10900000,905,Chikkagubbi on Hennur Main Road,3,0,0,1,1,1,1,0,1,1,1,0,0,1
Bangalore,10500000,972,Chikkagubbi on Hennur Main Road,3,0,0,1,1,1,1,0,1,1,1,0,0,1
Bangalore,4800000,1310,Electronic City Phase 2,3,0,1,1,1,1,1,1,1,1,1,0,0,1
Bangalore,13500000,2350,RR Nagar,3,0,0,0,0,0,0,0,0,0,0,0,0,1
Bangalore,68700000,4053,Rajajinagar,4,0,0,1,1,0,1,1,1,1,0,0,0,1
Bangalore,4359000,814,Nelamangala,2,0,0,1,1,0,0,1,1,0,0,0,0,1
Bangalore,8570000,1405,Jalahalli,3,0,0,1,1,1,0,1,0,0,0,0,0,1
Bangalore,23500000,3613,Whitefield,4,0,0,1,1,0,0,1,1,0,0,0,0,1
Bangalore,10500000,1482,Narayanapura on Hennur Main Road,3,0,0,1,1,0,1,0,0,0,0,0,0,0
Bangalore,9614000,1346,Narayanapura on Hennur Main Road,2,0,0,1,1,0,1,0,0,0,0,0,0,0
Bangalore,8800000,1232,Narayanapura on Hennur Main Road,2,0,0,1,1,0,1,0,0,0,0,0,0,0
Bangalore,8779000,1245,Kannur on Thanisandra Main Road,2,0,0,1,1,1,1,1,1,1,1,0,0,1
Bangalore,9900000,1545,Yelahanka,3,0,0,1,1,1,0,1,1,0,1,0,0,1
Bangalore,46100000,2678,Rajajinagar,3,0,0,1,1,0,1,1,1,1,0,0,0,1
Bangalore,5055000,966,Nelamangala,3,0,0,1,1,0,0,1,1,0,0,0,0,1
Bangalore,6819000,1286,Nelamangala,3,0,0,1,1,0,0,1,1,0,0,0,0,1
Bangalore,3872999,708,Nelamangala,2,0,0,1,1,0,0,1,1,0,0,0,0,1
Bangalore,8370999,1535,Electronic City Phase 2,3,0,0,1,1,1,1,1,1,1,1,0,0,1
Bangalore,8039000,1470,Electronic City Phase 2,3,0,0,1,1,1,1,1,1,1,1,0,0,1
Bangalore,5868000,1045,Electronic City Phase 2,2,0,0,1,1,1,1,1,1,1,1,0,0,1
Bangalore,6021000,1075,Electronic City Phase 2,2,0,0,1,1,1,1,1,1,1,1,0,0,1
Bangalore,7194000,1290,Electronic City Phase 2,2,0,0,1,1,1,1,1,1,1,1,0,0,1
Bangalore,7581000,1380,Electronic City Phase 2,2,0,0,1,1,1,1,1,1,1,1,0,0,1
Bangalore,8137000,1465,Electronic City Phase 2,3,0,0,1,1,1,1,1,1,1,1,0,0,1
Bangalore,6612000,1284,Jakkur,2,0,0,1,1,1,1,0,1,0,1,0,0,0
Bangalore,5443000,1057,Jakkur,2,0,0,1,1,1,1,0,1,0,1,0,0,0
Bangalore,7631999,1482,Jakkur,3,0,0,1,1,1,1,0,1,0,1,0,0,0
Bangalore,4371000,930,Horamavu,1,0,0,1,1,0,1,1,1,1,0,0,0,1
Bangalore,4371000,930,Horamavu,1,0,0,1,1,0,1,1,1,1,0,0,0,1
Bangalore,4888000,1040,Horamavu,1,0,0,1,1,0,1,1,1,1,0,0,0,1
Bangalore,4582000,975,Horamavu,2,0,0,1,1,0,1,1,1,1,0,0,0,1
Bangalore,4371000,930,Horamavu,1,0,0,1,1,0,1,1,1,1,0,0,0,1
Bangalore,4888000,1040,Horamavu,1,0,0,1,1,0,1,1,1,1,0,0,0,1
Bangalore,4582000,975,Horamavu,2,0,0,1,1,0,1,1,1,1,0,0,0,1
Bangalore,4831000,1028,Horamavu,2,0,0,1,1,0,1,1,1,1,0,0,0,1
Bangalore,4845000,1031,Horamavu,2,0,0,1,1,0,1,1,1,1,0,0,0,1
Bangalore,4855000,1033,Horamavu,2,0,0,1,1,0,1,1,1,1,0,0,0,1
Bangalore,5200000,1407,Horamavu,1,1,0,1,0,0,0,1,1,1,1,0,0,1
Bangalore,4163000,905,Ramamurthy Nagar,1,0,1,1,1,1,1,1,1,1,1,0,0,1
Bangalore,4950000,1107,ITPL,1,0,0,1,1,1,1,1,1,1,1,0,0,1
Bangalore,4738000,1030,Ramamurthy Nagar,1,0,1,1,0,1,1,0,1,1,1,0,0,1
Bangalore,7356000,1113,Kannur on Thanisandra Main Road,2,0,0,1,1,1,1,1,1,1,1,0,0,1
Bangalore,6916000,1040,Kannur on Thanisandra Main Road,2,0,0,1,1,1,1,1,1,1,1,0,0,1
Bangalore,7778000,1183,Kannur on Thanisandra Main Road,2,0,0,1,1,1,1,1,1,1,1,0,0,1
Bangalore,7452000,1129,Kannur on Thanisandra Main Road,2,0,0,1,1,1,1,1,1,1,1,0,0,1
Bangalore,7428000,1125,Kannur on Thanisandra Main Road,2,0,0,1,1,1,1,1,1,1,1,0,0,1
Bangalore,7873999,1199,Kannur on Thanisandra Main Road,2,0,0,1,1,1,1,1,1,1,1,0,0,1
Bangalore,6655000,1151,Jakkur,2,0,0,1,1,1,1,1,1,1,1,0,0,1
Bangalore,7476000,1295,Jakkur,2,0,0,1,1,1,1,1,1,1,1,0,0,1
Bangalore,9762000,1696,Jakkur,3,0,0,1,1,1,1,1,1,1,1,0,0,1
Bangalore,9785000,1700,Jakkur,3,0,0,1,1,1,1,1,1,1,1,0,0,1
Bangalore,17900000,2700,RMV,3,1,1,1,1,1,1,1,1,1,1,0,0,1
Bangalore,16000000,1900,Sahakar Nagar,3,1,1,1,1,0,1,1,1,1,1,0,1,1
Bangalore,16000000,1900,Sahakar Nagar,3,1,1,1,1,0,1,1,1,1,1,0,1,1
Bangalore,16000000,1900,Sahakar Nagar,3,1,1,1,1,0,1,1,1,1,1,0,1,1
Bangalore,16500000,2000,Hebbal,3,1,0,1,1,1,1,1,1,1,1,0,1,1
Bangalore,28000000,2700,Hebbal,2,0,0,1,1,0,0,1,0,0,1,0,1,1
Bangalore,18500000,2200,Sanjaynagar,3,1,1,1,1,1,0,1,1,1,1,0,0,1
Bangalore,5301000,1178,Narayanapura on Hennur Main Road,2,0,0,1,0,1,0,1,1,1,0,0,0,1
Bangalore,8900000,1500,Jalahalli,3,0,0,1,1,1,0,1,0,0,0,0,0,1
Bangalore,6061000,1350,Doddanekundi,2,0,0,0,0,0,0,1,0,0,0,0,0,1
Bangalore,7408000,1650,Doddanekundi,3,0,0,0,0,0,0,1,0,0,0,0,0,1
Bangalore,6083000,1355,Doddanekundi,3,0,0,0,0,0,0,1,0,0,0,0,0,1
Bangalore,5949000,1325,Doddanekundi,2,0,0,0,0,0,0,1,0,0,0,0,0,1
Bangalore,5657000,1260,Doddanekundi,2,0,0,0,0,0,0,1,0,0,0,0,0,1
Bangalore,5500000,1225,Doddanekundi,2,0,0,0,0,0,0,1,0,0,0,0,0,1
Bangalore,5837000,1300,Doddanekundi,2,0,0,0,0,0,0,1,0,0,0,0,0,1
Bangalore,5848000,1082,Kumbalgodu,3,0,0,1,1,1,1,1,1,1,1,0,0,1
Bangalore,5089000,883,Kumbalgodu,2,0,0,1,1,1,1,1,1,1,1,0,0,1
Bangalore,4789000,800,Kumbalgodu,2,0,0,1,1,1,1,1,1,1,1,0,0,1
Bangalore,50100000,4622,JP Nagar Phase 4,4,0,0,1,1,1,1,1,1,0,1,0,0,1
Bangalore,50100000,4622,JP Nagar Phase 4,4,0,0,1,1,1,1,1,1,0,1,0,0,1
Bangalore,4600000,1097,Begur,2,0,0,1,0,0,0,1,1,0,0,0,0,1
Bangalore,4500000,1076,Begur,2,0,0,1,1,0,0,1,1,0,0,0,0,1
Bangalore,5150000,1235,Begur,2,0,0,1,1,0,0,1,1,0,0,0,0,1
Bangalore,6233000,1163,Nelamangala,2,0,0,1,1,0,0,1,1,0,0,0,0,1
Bangalore,10100000,1560,Yelahanka,3,0,0,1,1,1,0,1,1,0,1,0,0,1
Bangalore,3500000,538,Krishnarajapura,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Bangalore,11600000,1873,Krishnarajapura,3,0,0,1,1,0,0,1,1,0,0,0,0,1
Bangalore,68700000,4053,Rajajinagar,4,0,0,1,1,0,1,1,1,1,0,0,0,1
Bangalore,9335000,1476,Begur,3,0,0,1,1,1,1,0,1,1,1,0,0,1
Bangalore,8001000,1265,Begur,3,0,0,1,1,1,1,0,1,1,1,0,0,1
Bangalore,9658000,1527,Begur,3,0,0,1,1,1,1,0,1,1,1,0,0,1
Bangalore,3500000,538,Krishnarajapura,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Bangalore,11600000,1891,Junnasandra,3,0,0,1,1,0,1,1,1,1,0,0,0,1
Bangalore,11399999,1877,Junnasandra,3,0,0,1,1,0,1,1,1,1,0,0,0,1
Bangalore,11000000,1845,Junnasandra,3,0,0,1,1,0,1,1,1,1,0,0,0,1
Bangalore,11500000,1888,Junnasandra,3,0,0,1,1,0,1,1,1,1,0,0,0,1
Bangalore,11700000,1892,Junnasandra,3,0,0,1,1,0,1,1,1,1,0,0,0,1
Bangalore,10800000,1798,Junnasandra,3,0,0,1,1,0,1,1,1,1,0,0,0,1
Bangalore,11200000,1862,Junnasandra,3,0,0,1,1,0,1,1,1,1,0,0,0,1
Bangalore,5900000,1216,Jalahalli,2,0,0,1,0,0,0,1,0,0,0,0,0,1
Bangalore,8500000,1340,Jalahalli,3,0,0,1,1,1,0,1,0,0,0,0,0,1
Bangalore,23600000,3628,Whitefield,4,0,0,1,1,0,0,1,1,0,0,0,0,1
Bangalore,3800000,1000,Devanahalli,2,1,1,1,1,1,1,1,1,1,1,0,0,1
Bangalore,4500000,1076,Begur,2,0,0,1,0,0,0,1,1,0,0,0,0,1
Bangalore,4600000,1097,Begur,2,0,0,1,1,0,0,1,1,0,0,0,0,1
Bangalore,4550000,1076,Begur,2,0,0,1,0,0,0,1,1,0,0,0,0,1
Bangalore,5150000,1235,Begur,2,0,0,1,1,0,0,1,1,0,1,0,0,1
Bangalore,4700000,1124,Begur,1,0,0,1,1,0,0,1,1,0,1,0,0,1
Bangalore,4560000,1076,Begur,2,0,0,1,1,0,0,1,1,0,1,0,0,1
Bangalore,4635000,1097,Begur,2,0,0,1,1,0,0,1,1,0,1,0,0,1
Bangalore,10600000,1635,Yelahanka,3,0,0,1,1,1,0,1,1,0,1,0,0,1
Bangalore,46500000,4332,JP Nagar Phase 4,4,0,0,1,1,1,1,1,1,0,1,0,0,1
Bangalore,5670000,1260,Narayanapura on Hennur Main Road,2,0,0,1,1,1,0,1,0,1,0,0,0,1
Bangalore,6000000,1272,Jalahalli,2,0,0,1,0,0,0,1,0,0,0,0,0,1
Bangalore,30500000,3596,Bellandur,4,0,0,1,1,1,1,0,1,1,1,0,0,1
Bangalore,36000000,4239,Bellandur,5,0,0,1,1,1,1,0,1,1,1,0,0,1
Bangalore,22599999,2666,Bellandur,3,0,0,1,1,1,1,0,1,1,1,0,0,1
Bangalore,15700000,1750,BTM Layout,3,0,1,1,1,1,1,1,1,1,1,0,0,1
Bangalore,13899999,1545,BTM Layout,3,0,1,1,1,1,1,1,1,1,1,0,0,1
Bangalore,8365000,1195,Muneshwara Nagar,3,0,0,1,1,0,0,1,1,0,0,0,0,1
Bangalore,7831999,1205,Muneshwara Nagar,3,0,0,1,1,0,0,1,1,0,0,0,1,1
Bangalore,7767000,1195,Muneshwara Nagar,3,0,0,1,1,0,0,1,1,0,0,0,1,1
Bangalore,9174000,1044,Muneshwara Nagar,3,0,0,1,1,0,0,0,0,0,0,0,0,1
Bangalore,8662000,1230,Muneshwara Nagar,3,0,0,1,1,0,0,1,1,0,0,0,0,1
Bangalore,9100000,1300,Muneshwara Nagar,3,0,0,1,1,0,0,1,1,0,0,0,0,1
Bangalore,9100000,1300,Muneshwara Nagar,3,0,0,1,1,0,0,1,1,0,0,0,0,1
Bangalore,7831999,1205,Muneshwara Nagar,3,0,0,1,1,0,0,1,1,0,0,0,0,1
Bangalore,8874000,1305,Muneshwara Nagar,3,0,0,1,1,0,0,0,0,0,0,0,0,1
Bangalore,8492000,1205,Muneshwara Nagar,3,0,0,1,1,0,0,1,1,0,0,0,0,1
Bangalore,7767000,1195,Muneshwara Nagar,3,0,0,1,1,0,0,0,1,0,0,0,0,1
Bangalore,7000000,1375,Narayanapura on Hennur Main Road,3,0,0,1,1,1,0,0,0,0,1,0,0,1
Bangalore,7000000,1375,Narayanapura on Hennur Main Road,3,0,0,1,1,1,0,0,0,0,1,0,0,1
Bangalore,14700000,1545,BTM Layout,3,0,1,1,1,1,1,1,1,1,1,0,0,1
Bangalore,8435000,1205,Muneshwara Nagar,3,0,0,1,1,0,0,1,1,0,0,0,0,1
Bangalore,8365000,1195,Muneshwara Nagar,3,0,0,1,1,0,0,1,1,0,0,0,0,1
Bangalore,7831999,1205,Muneshwara Nagar,3,0,0,1,1,0,0,1,1,0,0,0,0,1
Bangalore,8435000,1205,Muneshwara Nagar,3,0,0,1,1,0,0,1,1,0,0,0,0,1
Bangalore,8365000,1195,Muneshwara Nagar,3,0,0,1,1,0,0,1,1,0,0,0,0,1
Bangalore,8874000,1305,Muneshwara Nagar,3,0,0,1,1,0,0,1,1,0,0,0,0,1
Bangalore,8365000,1195,Muneshwara Nagar,3,0,0,1,1,0,0,1,1,0,0,0,0,1
Bangalore,8492000,1205,Muneshwara Nagar,3,0,0,1,1,0,0,1,1,0,0,0,0,1
Bangalore,7767000,1195,Muneshwara Nagar,3,0,0,1,1,0,0,0,1,0,0,0,0,1
Bangalore,13899999,1545,BTM Layout,3,0,1,1,1,1,1,1,1,1,1,0,0,1
Bangalore,13899999,1545,BTM Layout,3,0,1,1,1,1,1,1,1,1,1,0,0,1
Bangalore,13899999,1545,BTM Layout,3,0,1,1,1,1,1,1,1,1,1,0,0,1
Bangalore,13899999,1545,BTM Layout,3,0,1,1,1,1,1,1,1,1,1,0,0,1
Bangalore,13899999,1545,BTM Layout,3,0,1,1,1,1,1,1,1,1,1,0,0,1
Bangalore,13899999,1545,BTM Layout,3,0,1,1,1,1,1,1,1,1,1,0,0,1
Bangalore,10800000,1901,RR Nagar,3,0,0,1,1,1,0,1,1,0,1,0,0,1
Bangalore,10800000,1901,RR Nagar,3,0,0,1,1,1,0,1,1,0,1,0,0,1
Bangalore,7900000,1337,RR Nagar,3,0,0,1,1,1,0,1,1,0,1,0,0,1
Bangalore,7900000,1337,RR Nagar,3,0,0,1,1,1,0,1,1,0,1,0,0,1
Bangalore,13799999,1978,Kumaraswamy Layout,3,0,0,1,1,1,1,1,1,0,1,0,0,1
Bangalore,9436000,1505,Jalahalli,3,0,0,1,1,1,0,1,0,0,0,0,0,1
Bangalore,8700000,1535,Electronic City Phase 2,3,0,0,1,1,1,1,1,1,1,1,1,1,1
Bangalore,6400000,1110,Electronic City Phase 2,2,0,0,1,1,1,1,1,1,1,1,1,1,1
Bangalore,9200000,1455,JP Nagar Phase 7,3,0,0,1,1,0,0,1,1,0,0,1,1,1
Bangalore,7000000,1105,JP Nagar Phase 8,2,0,0,1,1,1,1,1,1,1,1,1,1,1
Bangalore,8200000,1271,Kannur on Thanisandra Main Road,3,0,0,1,1,1,1,1,1,1,1,1,1,1
Bangalore,6300000,1078,Kannur on Thanisandra Main Road,2,0,0,1,1,1,1,1,1,1,1,1,1,1
Bangalore,27799999,3273,Bellandur,3,0,0,1,1,1,1,0,1,1,1,0,0,1
Bangalore,22900000,2697,Bellandur,3,0,0,1,1,1,1,0,1,1,1,0,0,1
Bangalore,45000000,5300,Bellandur,5,0,0,1,1,1,1,0,1,1,1,0,0,1
Bangalore,30800000,3633,Bellandur,4,0,0,1,1,1,1,0,1,1,1,0,0,1
Bangalore,45700000,5384,Bellandur,5,0,0,1,1,1,1,0,1,1,1,0,0,1
Bangalore,36400000,4289,Bellandur,5,0,0,1,1,1,1,0,1,1,1,0,0,1
Bangalore,7900000,1393,RR Nagar,3,0,0,1,1,1,0,1,1,0,1,0,0,1
Bangalore,113400000,4977,Richmond Town,4,0,0,1,1,1,1,1,1,1,1,0,0,1
Bangalore,10600000,1635,Yelahanka,3,0,0,1,1,1,0,0,1,0,1,0,0,0
Bangalore,10600000,1635,Yelahanka,3,0,0,1,1,1,0,1,1,0,1,0,0,1
Bangalore,9200000,1475,Yelahanka,3,0,0,1,1,1,0,0,1,0,1,0,0,0
Bangalore,8700000,1360,Jalahalli,3,0,0,1,1,1,0,1,0,0,0,0,0,1
Bangalore,10100000,1560,Yelahanka,3,0,0,1,1,1,0,1,1,0,1,0,0,1
Bangalore,8570000,1405,Jalahalli,3,0,0,1,1,1,0,1,0,0,0,0,0,1
Bangalore,8700000,1360,Jalahalli,3,0,0,1,1,1,0,1,0,0,0,0,0,1
Bangalore,8025000,1408,RR Nagar,3,0,0,1,1,1,0,1,1,0,1,0,0,1
Bangalore,4300000,1076,Begur,2,0,0,1,0,0,0,1,1,0,0,0,0,1
Bangalore,11399999,1841,Ramamurthy Nagar,3,0,0,1,1,0,1,1,1,1,1,0,0,1
Bangalore,6300000,1183,Jalahalli,2,0,0,0,0,0,0,0,0,0,0,0,0,1
Bangalore,10300000,1620,Yelahanka,3,0,0,1,1,1,0,1,1,0,1,0,0,1
Bangalore,11500000,1869,Ramamurthy Nagar,3,0,0,1,1,0,1,1,1,1,1,0,0,1
Bangalore,7900000,1337,RR Nagar,3,0,0,1,1,1,0,1,1,0,1,0,0,1
Bangalore,8700000,1360,Jalahalli,3,0,0,1,1,1,0,1,0,0,0,0,0,1
Bangalore,10100000,1470,Hosa Road,3,0,0,1,1,1,1,0,1,1,1,0,0,1
Bangalore,10800000,1575,Hosa Road,3,0,0,1,1,1,1,0,1,1,1,0,0,1
Bangalore,9446000,1360,Hosa Road,2,0,0,1,1,1,1,0,1,1,1,0,0,1
Bangalore,11700000,1715,Hosa Road,3,0,0,1,1,1,1,0,1,1,1,0,0,1
Bangalore,8306999,1184,Hosa Road,2,0,0,1,1,1,1,0,1,1,1,0,0,1
Bangalore,4883000,655,Hosa Road,1,0,0,1,1,1,1,0,1,1,1,0,0,1
Bangalore,11500000,1680,Hosa Road,3,0,0,1,1,1,1,0,1,1,1,0,0,1
Bangalore,8378000,1195,Hosa Road,2,0,0,1,1,1,1,0,1,1,1,0,0,1
Bangalore,5951000,820,Hosa Road,1,0,0,1,1,1,1,0,1,1,1,0,0,1
Bangalore,6884999,1215,Varthur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,7959999,1290,Electronic City Phase 2,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,7975000,1505,Electronic City Phase 2,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,7625000,1535,Electronic City Phase 2,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,5760000,1465,Electronic City Phase 2,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,6884999,1075,Electronic City Phase 2,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,6331000,1290,Electronic City Phase 2,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,15700000,1045,Electronic City Phase 2,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,14500000,1846,Narayanapura on Hennur Main Road,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,13700000,1630,Narayanapura on Hennur Main Road,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,10800000,1482,Narayanapura on Hennur Main Road,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,10500000,1232,Narayanapura on Hennur Main Road,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,8200000,2305,Bileshivale,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,7800000,1047,Brookefield,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,9990000,1047,Brookefield,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,12400000,1397,Brookefield,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,20000000,1724,Brookefield,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,5100000,2278,Nagawara,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,6400000,1145,Electronic City Phase 1,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,5400000,1073,JP Nagar Phase 9,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,8900000,935,Budigere Cross,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,8900000,1500,Jalahalli,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,23500000,1500,Jalahalli,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,9200000,3613,Whitefield,4,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,6600000,1475,Yelahanka,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,4940000,1576,Begur,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,6600000,1235,Begur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,4670000,1576,Begur,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,4340000,1184,Singasandra,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,6690000,1099,Singasandra,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,5690000,1610,Begur,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,6650000,1442,Singasandra,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,6650000,1610,Begur,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,7540000,1610,Begur,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,9685000,1160,Banaswadi,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,7150000,1490,Banaswadi,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,5150000,1100,Banaswadi,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,6555000,1235,Begur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,7500000,1576,Begur,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,9500000,1060,Harlur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,9810000,1264,Harlur,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,9640000,1759,Begur,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,9240000,1728,Begur,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,9140000,1653,Begur,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,9120000,1634,Begur,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,9020000,1631,Begur,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,8940000,1614,Begur,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,7950000,1598,Begur,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,7940000,1376,Begur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,7930000,1375,Begur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,7900000,1372,Begur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,7850000,1368,Begur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,7050000,1358,Begur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,7180000,1210,Begur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,7220000,1235,Begur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,7140000,1241,Begur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,3940000,1227,Begur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,7900000,644,Begur,1,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,7100000,1368,Begur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,6980000,1220,Begur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,3940000,1197,Begur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,12600000,644,Begur,1,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,7845999,1204,Brookefield,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,10300000,721,Brookefield,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,11900000,956,Brookefield,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,9300000,2170,Junnasandra,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,7040000,1691,Junnasandra,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,18100000,1225,Budigere Cross,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,6169000,1253,HSR Layout,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,24900000,427,HSR Layout,1,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,12300000,1746,HSR Layout,4,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,20600000,810,HSR Layout,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,8025000,1433,HSR Layout,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,17300000,1408,RR Nagar,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,4671000,2494,Whitefield Hope Farm Junction,4,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,8672000,1038,Narayanapura on Hennur Main Road,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Bangalore,5229000,910,Harlur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
